prodid,TCSassetid,FIBEAssetID,vcmassetid,FONSEAssetID,IPVODAssetID,title,contract,licensestart,licenseend,FUTURE,FIBE,ALIANT,FONSE,IPVOD,VCM,VSPP,categories
7DDP,500CV,500CV,A0BYV,FONSEAssetID,500DV,Le Chihuahua de Beverly Hills 3: Viva La Fiesta!,794,2014/08/29 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DDR,500EV,500EV,8RU3V,FONSEAssetID,,Les Merveilleuses Aventures de Winnie l'ourson (v.fr. de The Many Adventures of Winnie th,794,2014/08/29 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DDW,500RV,500RV,A0C2V,FONSEAssetID,,Air Bagnards (v.fr. de Con Air),794,2014/07/23 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DHG,50A4V,50A4V,9ZDXV,FONSEAssetID,,Bitten S1 Ep.8 - Prisoner,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DHM,50ALV,50ALV,9ZE8V,FONSEAssetID,,Bitten S1 Ep.4 - Grief,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DHR,50AWV,50AWV,A4URV,FONSEAssetID,,Bitten S1 Ep.6 - Committed,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DHX,50B6V,50B6V,A4UXV,FONSEAssetID,,Bitten S1 Ep.5 - Bitten,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DI2,50BIV,50BIV,A4V0V,FONSEAssetID,,Bitten S1 Ep.7 - Stalking,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DIA,50DAV,50DAV,A53DV,FONSEAssetID,,Bitten S1 Ep.12 - Caged,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DIH,50DRV,50DRV,AB5XV,FONSEAssetID,,Bitten S1 Ep.10 - Descent,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DIK,50DYV,50DYV,AB5YV,FONSEAssetID,,Bitten S1 Ep.11 - Settling,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DIL,50DZV,50DZV,AB5ZV,FONSEAssetID,,Bitten S1 Ep.9 - Vengeance,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DJU,50G3V,50G3V,A56AV,FONSEAssetID,,Bitten S1 Ep.2 - Prodigal,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DJY,50GAV,50GAV,A56BV,FONSEAssetID,,Bitten S1 Ep.1 - Summons,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DK0,50GCV,50GCV,A56DV,FONSEAssetID,,Bitten S1 Ep.13 - Ready,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DKC,50H1V,50H1V,A56EV,FONSEAssetID,,Bitten S1 Ep.3 - Trespass,1388,2014/09/07 12:00,2019/01/01 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DKD,50H2V,50H2V,,FONSEAssetID,,S.1 E.03 - Rats de Ville Québec,1662,2014/08/29 12:01,2015/09/10 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7DKE,50H5V,50H5V,A56GV,FONSEAssetID,,The Listener S3 Ep.1 - The Bank Job,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DKT,50I3V,50I3V,9Z5AV,FONSEAssetID,,The Listener S3 Ep.5 - Rogues' Gallery,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DKU,50I4V,50I4V,9Z5BV,FONSEAssetID,,The Listener S3 Ep.4 - The Taking,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DKV,50I5V,50I5V,9Z5CV,FONSEAssetID,,The Listener S3 Ep.3 - Curtain Call,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DL6,50ISV,50ISV,,FONSEAssetID,,S.1 E.01 - Between the Pages,1661,2014/06/24 12:01,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7DL7,50IVV,50IVV,,FONSEAssetID,,S.1 E.03 - Between the Pages,1661,2014/06/24 12:01,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7DL8,50IYV,50IYV,9Z5HV,FONSEAssetID,,The Listener S3 Ep.7 - Poisoned Minds,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DL9,50IZV,50IZV,9Z5FV,FONSEAssetID,,The Listener S3 Ep.6 - She Sells Sanctuary,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLA,50J0V,50J0V,9Z5IV,FONSEAssetID,,The Listener S3 Ep.8 - Now You See Him,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLB,50J1V,50J1V,9Z5JV,FONSEAssetID,,The Listener S3 Ep.9 - Crossed,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLN,50JLV,50JLV,A65MV,FONSEAssetID,,The Listener S3 Ep.13 - The Shooting,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLO,50JMV,50JMV,A65NV,FONSEAssetID,,The Listener S3 Ep.11 - Captain Nightfall,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLP,50JNV,50JNV,A65OV,FONSEAssetID,,The Listener S3 Ep.10 - Lockdown,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLQ,50JOV,50JOV,A65PV,FONSEAssetID,,The Listener S3 Ep.12 - The Bro Code,1388,2014/09/12 03:00,2019/01/14 02:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DLT,50JVV,50JVV,7218V,FONSEAssetID,50JWV,Je t'aime Beth Cooper (v.fr. de I Love You Beth Cooper),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DN1,50MGV,50MGV,6N72V,FONSEAssetID,50MHV,"Le Gros Albert , v.fr.",1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DN8,50MXV,50MXV,7219V,FONSEAssetID,50MYV,Glee: Le Concert (v.fr. de Glee: The 3D Concert Movie),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DOY,50QSV,50QSV,721AV,FONSEAssetID,50QTV,Sans complexes (v.fr. de How Stella Got Her Groove Back),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DPJ,50ROV,50ROV,8RRGV,FONSEAssetID,,Jeu de puissance 2 (v.fr. de D2: The Mighty Ducks),794,2014/08/29 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DPP,50RZV,50RZV,721BV,FONSEAssetID,50S0V,Des pilotes en l'air (v.fr. de Hot Shots!),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DPR,50S1V,50S1V,721CV,FONSEAssetID,50S2V,La Grande année (v.fr. de The Big Year),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DQ1,50SJV,50SJV,9C5KV,FONSEAssetID,,"Chérie, j'ai réduit les enfants (v.fr. de Honey, I Shrunk the Kids)",794,2014/08/29 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DQ5,50SQV,50SQV,721EV,FONSEAssetID,50SRV,Les Tronches (v.fr. de Revenge of the Nerds),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DQ7,50SSV,50SSV,721FV,FONSEAssetID,50STV,Romeo et Juliette de William Shakespeare (v.fr. de William Shakespeare's Romeo + Juliet ),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DQ9,50SUV,50SUV,721GV,FONSEAssetID,50SVV,Marley Et Moi: Ans De Chiot (v.fr. Marley and me: The puppy years),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DQB,50SWV,50SWV,721HV,FONSEAssetID,,"The Secret Life Of Bees, v.fr.",1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DQD,50SYV,50SYV,721IV,FONSEAssetID,,La Cabine (v.fr. de Phone Booth),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7DRE,50VUV,50VUV,721JV,FONSEAssetID,50VVV,Le Royaume Des Cieux (v.fr. de Kingdom of Heaven),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DRG,50VYV,50VYV,71ZUV,FONSEAssetID,50VZV,"Revenge Of The Nerds Ii: Nerds In Paradise , ",1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DRR,50WSV,50WSV,721KV,FONSEAssetID,50WTV,La Guerre des Rose (v.fr. de The War of the Roses),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS2,50XTV,50XTV,AB54V,FONSEAssetID,50XUV,S.2 E.10 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS4,50XZV,50XZV,AB55V,FONSEAssetID,50Y0V,S.2 E.02 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS5,50Y2V,50Y2V,5Z3KV,FONSEAssetID,50Y3V,Les doozers S1 Ep15,1148,2014/09/01 00:00,2019/05/01 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS7,50Y8V,50Y8V,AB57V,FONSEAssetID,50Y9V,S.2 E.01 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS8,50YBV,50YBV,AB58V,FONSEAssetID,50YCV,S.2 E.03 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DS9,50YEV,50YEV,AB59V,FONSEAssetID,50YFV,S.2 E.04 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSA,50YHV,50YHV,AB5AV,FONSEAssetID,50YIV,S.2 E.05 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSB,50YKV,50YKV,AB5BV,FONSEAssetID,50YLV,S.2 E.06 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSC,50YNV,50YNV,AB5CV,FONSEAssetID,50YOV,S.2 E.09 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSD,50YQV,50YQV,AB5DV,FONSEAssetID,50YRV,S.2 E.07 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSE,50YTV,50YTV,AB5EV,FONSEAssetID,50YUV,S.2 E.08 - Mon Petit Poney,1148,2015/11/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DST,510BV,510BV,A0YEV,FONSEAssetID,510CV,Inspiration design S1 Ep01,1150,2014/09/05 00:00,2019/08/17 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DSZ,510TV,510TV,A0YFV,FONSEAssetID,510UV,L'académie secrète S1 Ep13,1148,2014/09/05 00:00,2019/06/23 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7DZS,51KGV,51KGV,721LV,FONSEAssetID,,Sortie fatale 2 (v.fr. de Wrong Turn 2),1139,2014/08/30 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EAJ,5294V,5294V,A0L1V,FONSEAssetID,5295V,L'académie secrète S1 Ep14,1148,2014/09/12 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EAK,5298V,5298V,A0L2V,FONSEAssetID,5299V,Inspiration design S1 Ep02,1150,2014/09/12 00:00,2019/08/17 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EAT,52ABV,52ABV,A0L5V,FONSEAssetID,,Blown Away (1994),594,2014/04/14 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EB3,52B0V,52B0V,6Z5VV,FONSEAssetID,52B1V,Le Chihuahua de Beverly Hills 2 ,794,2014/08/29 00:01,2036/01/06 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EEK,52K0V,52K0V,,FONSEAssetID,,S.1 E.04 - Aging Well,1661,2014/09/05 12:00,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EGV,52OTV,52OTV,,FONSEAssetID,,S.1 E.10 - Identité Littéraire,1316,2014/09/05 12:00,2015/02/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EHT,52SDV,52SDV,,FONSEAssetID,,S.1 E.05 - Archi Branchés,1662,2014/09/06 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EHU,52SEV,52SEV,,FONSEAssetID,,S.1 E.04 - Archi Branchés,1662,2014/09/06 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EHV,52SFV,52SFV,,FONSEAssetID,,S.1 E.06 - Ici Bacchus,1662,2014/09/06 12:01,2016/02/19 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EHX,52SLV,52SLV,,FONSEAssetID,,S.1 E.07 - Ici Bacchus,1662,2014/09/06 12:01,2016/02/19 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EI0,52SOV,52SOV,,FONSEAssetID,,S.1 E.08 - THE EVENT,1661,2014/09/06 12:01,2016/02/10 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EI3,52SRV,52SRV,,FONSEAssetID,,S.1 E.04 - Rats de Ville Québec,1662,2014/09/06 12:01,2015/09/10 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EI6,52SYV,52SYV,,FONSEAssetID,,S.1 E.08 - L'ÉVÉNEMENT,1662,2014/09/06 12:01,2016/02/10 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EIN,52UXV,52UXV,,FONSEAssetID,,S.1 E.02 - Centre for Social Innovation,1661,2014/09/05 12:00,2018/02/27 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EJ1,52WJV,52WJV,A6QQV,FONSEAssetID,52WKV,L'académie secrète S1 Ep15,1148,2014/09/15 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EMA,533YV,533YV,766TV,FONSEAssetID,,The Sessions,1459,2014/09/08 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EOY,53CBV,53CBV,A772V,FONSEAssetID,53CCV,Tree fu tom ii S2 Ep01,1148,2014/09/16 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EOZ,53CFV,53CFV,A773V,FONSEAssetID,53CGV,L'académie secrète S1 Ep16,1148,2014/09/16 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EP4,53D0V,53D0V,A774V,FONSEAssetID,53D1V,Un Kronk nouveau genre (v.fr. de Kronk's New Groove),794,2014/08/29 00:01,2050/01/06 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7ETI,53P1V,53P1V,9YEVV,FONSEAssetID,,Played S1 Ep.7 - Cars,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETJ,53P2V,53P2V,9YEWV,FONSEAssetID,,Played S1 Ep.10 - Secrets,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETK,53P3V,53P3V,9YEXV,FONSEAssetID,,Played S1 Ep.1 - Drugs,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETL,53P4V,53P4V,9YEYV,FONSEAssetID,,Played S1 Ep.2 - Girls,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETM,53P5V,53P5V,9YEZV,FONSEAssetID,,Played S1 Ep.4 - Lawyers,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETN,53P6V,53P6V,9YF0V,FONSEAssetID,,Played S1 Ep.3 - Money,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETO,53P7V,53P7V,9YF1V,FONSEAssetID,,Played S1 Ep.9 - Cops,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETP,53P8V,53P8V,9YF2V,FONSEAssetID,,Played S1 Ep.5 - Guns,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETQ,53P9V,53P9V,9YF3V,FONSEAssetID,,Played S1 Ep.6 - Fights,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7ETR,53PAV,53PAV,9YF4V,FONSEAssetID,,Played S1 Ep.8 - Poison,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EUX,53RTV,53RTV,OP2TV,FONSEAssetID,,Played S1 Ep.12 - Hitmen,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EUY,53RUV,53RUV,OP2VV,FONSEAssetID,,Played S1 Ep.13 - Revenge,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EUZ,53RVV,53RVV,OP2RV,FONSEAssetID,,Played S1 Ep.11 - Untouchables,1388,2014/09/29 04:00,2018/10/02 04:00,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7EXS,53YRV,53YRV,,FONSEAssetID,,S.1 E.01 - Gol for Montreal,1661,2014/09/10 12:01,2016/02/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EXV,53Z1V,53Z1V,,FONSEAssetID,,S.1 E.03 - Chefs Comptoirs.,1662,2014/09/10 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EXW,53Z2V,53Z2V,,FONSEAssetID,,S.1 E.03 - Gol for Montreal,1661,2014/09/10 12:01,2016/02/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EXX,53Z3V,53Z3V,,FONSEAssetID,,S.1 E.01 - Chefs Comptoirs...,1662,2014/09/10 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EXZ,53Z9V,53Z9V,,FONSEAssetID,,S.1 E.04 - Chefs Comptoirs...,1662,2014/09/10 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EY0,53ZAV,53ZAV,,FONSEAssetID,,S.1 E.02 - Chefs Comptoirs...,1662,2014/09/10 12:01,2016/02/17 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EY3,53ZJV,53ZJV,,FONSEAssetID,,S.1 E.01 - Vidéographe.tv,1316,2014/09/10 12:01,2015/03/07 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EY4,53ZKV,53ZKV,,FONSEAssetID,,S.1 E.02 - Gol for Montreal,1661,2014/09/10 12:01,2016/02/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EY5,53ZLV,53ZLV,,FONSEAssetID,,S.1 E.02 - À Montréal,1316,2014/09/10 12:01,2015/02/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EY6,53ZMV,53ZMV,,FONSEAssetID,,S.1 E.02 - Ici Bacchus,1662,2014/09/10 12:01,2016/02/19 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7EYL,5413V,5413V,9XYHV,FONSEAssetID,5414V,Tree fu tom ii S2 Ep02,1148,2014/09/17 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EYN,541BV,541BV,9XYIV,FONSEAssetID,541CV,Julius jr S1 Ep01,1148,2014/09/17 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7EYO,541FV,541FV,9XYJV,FONSEAssetID,541GV,L'académie secrète S1 Ep17,1148,2014/09/17 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7F8A,551IV,551IV,6MQ0V,FONSEAssetID,551JV,"Nixon, v.fr.",794,2014/07/29 04:01,2037/01/01 04:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7FD3,55CIV,55CIV,BK33V,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.01,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FD6,55CPV,55CPV,BJTQV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.02,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FD9,55CXV,55CXV,BK3FV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.03,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDB,55D0V,55D0V,BJTWV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.04,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDG,55D6V,55D6V,BK3MV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.05,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDJ,55D9V,55D9V,BK37V,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.06,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDL,55DCV,55DCV,BJU0V,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.07,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDN,55DFV,55DFV,BJTOV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.08,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDP,55DIV,55DIV,BJTSV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.09,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDR,55DLV,55DLV,BK3CV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.10,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDT,55DOV,55DOV,BJTUV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.11,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDV,55DRV,55DRV,BK2XV,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.12,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FDX,55DUV,55DUV,BK35V,FONSEAssetID,,Breaking Bad: Le Chimiste 4: Ép.13,1443,2014/09/11 00:00,2049/06/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7FEL,55FRV,55FRV,8BSKV,FONSEAssetID,,"Sharknado 2, v.fr.",788,2014/10/14 00:00,2049/12/31 23:59,FUTURE,YES,NO,FONSE,NO,YES,VSPP,categories
7FLV,56BCV,56BCV,A58DV,FONSEAssetID,,Welcome ,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FM2,56BHV,56BHV,A58EV,FONSEAssetID,,Your Remote,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FM7,56BKV,56BKV,A58FV,FONSEAssetID,,Program Guide - What's on?,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FMN,56CEV,56CEV,A58HV,FONSEAssetID,,Favourites,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FMP,56CFV,56CFV,A58IV,FONSEAssetID,,On Demand and Pay-Per-View,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FMR,56CGV,56CGV,A58JV,FONSEAssetID,,Whole Home PVR,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FMU,56CNV,56CNV,AB60V,FONSEAssetID,,HD Programming,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FNF,56DBV,56DBV,AB61V,FONSEAssetID,,Apps,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FNS,56DNV,56DNV,AB62V,FONSEAssetID,,Accueil et introduction,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
