prodid,TCSassetid,FIBEAssetID,vcmassetid,FONSEAssetID,IPVODAssetID,title,contract,licensestart,licenseend,FUTURE,FIBE,ALIANT,FONSE,IPVOD,VCM,VSPP,categories
611E,2SSSV,2SSSV,75TZV,FONSEAssetID,75TYV,Pee-Wee's Big Adventure,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
611I,2SSUV,2SSUV,75U3V,FONSEAssetID,,Osmosis Jones,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
611K,2SSVV,2SSVV,75U5V,FONSEAssetID,75U4V,Police Academy 2: Their First Assignment,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
611M,2SSWV,2SSWV,75U7V,FONSEAssetID,75U6V,Poltergeist,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
611O,2SSXV,2SSXV,75U9V,FONSEAssetID,75U8V,Thirteen Ghosts,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
611Q,2SSYV,2SSYV,75UBV,FONSEAssetID,75UAV,Risky Business,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
611S,2SSZV,2SSZV,75UDV,FONSEAssetID,,A Streetcar Named Desire,592,2013/11/20 05:01,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
611U,2ST0V,2ST0V,75UFV,FONSEAssetID,,Robin Hood: Prince of Thieves (Director's Cut),592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
611W,2ST1V,2ST1V,75UHV,FONSEAssetID,75UGV,Striptease (Unrated),592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6120,2ST3V,2ST3V,75ULV,FONSEAssetID,75UKV,Spawn,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6122,2ST4V,2ST4V,75UNV,FONSEAssetID,75UMV,A Time to Kill,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6124,2ST5V,2ST5V,75UPV,FONSEAssetID,75UOV,The Town (Extended Cut),592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6126,2ST6V,2ST6V,75URV,FONSEAssetID,75UQV,U.S. Marshals,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6128,2ST7V,2ST7V,75UTV,FONSEAssetID,75USV,Wildcats,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
612A,2ST8V,2ST8V,75UVV,FONSEAssetID,75UUV,Unforgiven,592,2013/11/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
612W,2STQV,2STQV,A3NVV,FONSEAssetID,,Weeds - S6 Ep.1 - Thwack,1265,2013/07/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
61CJ,2T88V,2T88V,75UXV,FONSEAssetID,75UWV,The Lost Boys,592,2013/11/21 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61NE,2TJ7V,2TJ7V,75UZV,FONSEAssetID,75UYV,Superman II,592,2013/11/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61NG,2TJ8V,2TJ8V,75V1V,FONSEAssetID,75V0V,Superman III,592,2013/11/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61NI,2TJ9V,2TJ9V,7ADLV,FONSEAssetID,,Hugo (2011),851,2013/11/26 00:01,2035/12/31 23:58,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
61RL,2TPAV,2TPAV,75V3V,FONSEAssetID,75V2V,National Lampoon's European Vacation,592,2013/11/21 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61XZ,2TVBV,2TVBV,LBXTV,FONSEAssetID,LBXSV,S.1 E.07 - C'est Quoi L'idée,1148,2016/02/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61YA,2TVXV,2TVXV,LBZVV,FONSEAssetID,LBZUV,S.1 E.31 - C'est Quoi L'idée,1148,2016/02/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61ZD,2TXBV,2TXBV,A2T3V,FONSEAssetID,IETBV,Holmes le fait bien S1 Ep18,1150,2013/12/02 00:00,2018/08/25 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
61ZS,2TY1V,2TY1V,75B0V,FONSEAssetID,75AZV,The Girl with the Dragon Tattoo (2011),596,2013/12/01 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6283,2U7XV,2U7XV,LBZLV,FONSEAssetID,LBZKV,S.1 E.13 - C'est Quoi L'idée,1148,2016/02/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
62T0,2V2GV,2V2GV,92I6V,FONSEAssetID,,The Artist,801,2014/01/07 00:00,2020/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62T3,2V2IV,2V2IV,9C70V,FONSEAssetID,,The Cabin in the Woods,801,2014/01/07 00:00,2020/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62T6,2V2KV,2V2KV,AB9WV,FONSEAssetID,,Act of Valor,801,2014/01/07 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62T9,2V2MV,2V2MV,AB9XV,FONSEAssetID,,Machine Gun Preacher,801,2014/01/07 00:00,2020/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62TC,2V2OV,2V2OV,AB9YV,FONSEAssetID,,Immortals,801,2014/01/07 00:00,2020/01/06 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62TW,2V3CV,2V3CV,9Q6NV,FONSEAssetID,,Haywire,801,2014/01/14 00:00,2020/01/13 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62TZ,2V3EV,2V3EV,ABA0V,FONSEAssetID,,Animals United,801,2014/01/14 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62U8,2V3JV,2V3JV,ABAEV,FONSEAssetID,,Hard Core Logo 2,801,2014/01/14 00:00,2020/01/13 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62UB,2V3LV,2V3LV,ABA1V,FONSEAssetID,,Mirror Mirror,801,2014/01/21 00:00,2020/01/20 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62UL,2V43V,2V43V,ABA2V,FONSEAssetID,,Piranha 3-D,801,2014/01/28 00:00,2020/01/27 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62UZ,2V4NV,2V4NV,ABAFV,FONSEAssetID,,Piranha 3DD,801,2014/01/28 00:00,2020/01/27 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62V2,2V4PV,2V4PV,ABAGV,FONSEAssetID,,Get the Gringo,801,2014/01/28 00:00,2020/01/27 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62V5,2V4RV,2V4RV,ABAHV,FONSEAssetID,,The Woman in Black,801,2014/01/28 00:00,2020/01/27 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
62WR,2V6CV,2V6CV,8CD6V,FONSEAssetID,,"Les Razmoket à Paris, le film(v.fr. de Rugrats In Paris: The Movie)",851,2013/11/08 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
64OA,2XE1V,2XE1V,,FONSEAssetID,,"CTV National News for Wednesday Dec. 4, 2013",1361,2013/12/05 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
64P7,2XFMV,2XFMV,8QRSV,FONSEAssetID,,"Altitude, v.fr.",1295,2014/01/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
650B,2XU8V,2XU8V,8916V,FONSEAssetID,,The Adventures of Tintin,851,2013/12/07 05:01,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65A2,2YGEV,2YGEV,A5LRV,FONSEAssetID,,Sons of Anarchy - S1 Ep.1 - Pilot,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65A5,2YGGV,2YGGV,A5LSV,FONSEAssetID,,Sons of Anarchy - S1 Ep.2 - Seeds,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65A8,2YGIV,2YGIV,A5LTV,FONSEAssetID,,Sons of Anarchy - S1 Ep.3 - Fun Town,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AB,2YGKV,2YGKV,A5LUV,FONSEAssetID,,Sons of Anarchy - S1 Ep.4 - Patch Over,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AE,2YGMV,2YGMV,A5LVV,FONSEAssetID,,Sons of Anarchy - S1 Ep.5 - Giving Back,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AH,2YGOV,2YGOV,A5UEV,FONSEAssetID,,Sons of Anarchy - S1 Ep.6 - AK-51,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AK,2YGQV,2YGQV,A5UFV,FONSEAssetID,,Sons of Anarchy - S1 Ep.7 - Old Bones,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AN,2YGSV,2YGSV,A5UGV,FONSEAssetID,,Sons of Anarchy - S1 Ep.8 - The Pull,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AQ,2YGUV,2YGUV,A5UHV,FONSEAssetID,,Sons of Anarchy - S1 Ep.9 - Hell Followed,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AT,2YGWV,2YGWV,A5UIV,FONSEAssetID,,Sons of Anarchy - S1 Ep.10 - Better Half,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AW,2YGYV,2YGYV,A5UJV,FONSEAssetID,,Sons of Anarchy - S1 Ep.11 - Capybara,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65AZ,2YH0V,2YH0V,A5UKV,FONSEAssetID,,Sons of Anarchy - S1 Ep.12 - The Sleep of Babies,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65B2,2YH2V,2YH2V,A5ULV,FONSEAssetID,,Sons of Anarchy - S1 Ep.13 -  The Revelator,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65B5,2YH4V,2YH4V,A5UMV,FONSEAssetID,,American Horror Story - S1 Ep.1 -  Pilot,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65B8,2YH6V,2YH6V,A5UNV,FONSEAssetID,,American Horror Story - S1 Ep.2 -  Home Invasion,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BE,2YHAV,2YHAV,A5UOV,FONSEAssetID,,American Horror Story - S1 Ep.3 -  Murder House,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BH,2YHCV,2YHCV,A5UPV,FONSEAssetID,,American Horror Story - S1 Ep.4 - Halloween (Part 1),1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BK,2YHEV,2YHEV,A5UQV,FONSEAssetID,,American Horror Story - S1 Ep.5 - Halloween (Part 2),1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BN,2YHGV,2YHGV,A5URV,FONSEAssetID,,American Horror Story - S1 Ep.6 - Piggy Piggy,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BQ,2YHIV,2YHIV,A5USV,FONSEAssetID,,American Horror Story - S1 Ep.7 - Open House,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BT,2YHKV,2YHKV,A5UTV,FONSEAssetID,,American Horror Story - S1 Ep.8 - Rubber Man,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65BZ,2YHOV,2YHOV,A5UUV,FONSEAssetID,,American Horror Story - S1 Ep.9 - Spooky Little Girl,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65C2,2YHQV,2YHQV,A5UVV,FONSEAssetID,,American Horror Story - S1 Ep.10 - Smoldering Children,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65C5,2YHSV,2YHSV,A5UWV,FONSEAssetID,,American Horror Story - S1 Ep.11 - Birth,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65C8,2YHUV,2YHUV,A5UXV,FONSEAssetID,,American Horror Story - S1 Ep.12 - Afterbirth,1124,2013/12/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
65V6,2Z01V,2Z01V,,FONSEAssetID,,"CTV National News for Monday Dec. 9, 2013",1361,2013/12/10 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
66CF,2ZZ6V,2ZZ6V,71QTV,FONSEAssetID,,Bend It Like Beckham,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66CJ,2ZZ8V,2ZZ8V,71QXV,FONSEAssetID,,Behind Enemy Lines (2001),1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66CL,2ZZ9V,2ZZ9V,71QZV,FONSEAssetID,,Anastasia (1997),1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66CN,2ZZAV,2ZZAV,71R1V,FONSEAssetID,,Catch that Kid,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66DU,3018V,3018V,71R3V,FONSEAssetID,,Drumline,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66DW,3019V,3019V,71R5V,FONSEAssetID,,The Hills Have Eyes (2006) (Unrated),1139,2013/12/17 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66DY,301AV,301AV,71R7V,FONSEAssetID,71R6V,Ever After: A Cinderella Story,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66E0,301BV,301BV,71R9V,FONSEAssetID,71R8V,Toys,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66E2,301CV,301CV,71RBV,FONSEAssetID,,What's Your Number?,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66E9,301MV,301MV,71RDV,FONSEAssetID,,Wrong Turn,1139,2013/12/17 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66EL,3028V,3028V,,FONSEAssetID,,"CTV National News for Tuesday, Dec. 10, 2013",1361,2013/12/11 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
66O2,30KZV,30KZV,75V5V,FONSEAssetID,75V4V,Singin' in the Rain,592,2013/12/15 05:01,2030/01/01 04:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66OT,30MCV,30MCV,8KWNV,FONSEAssetID,5AQ3V,War Horse,794,2013/12/15 00:01,2021/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66SZ,30T5V,30T5V,71RHV,FONSEAssetID,,L'Est (The East),1139,2014/01/31 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66TP,30UJV,30UJV,8CFRV,FONSEAssetID,5AQ4V,Robin Hood (1973),794,2013/12/15 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66TR,30UKV,30UKV,7ZVEV,FONSEAssetID,5AQ5V,National Treasure: Book of Secrets,794,2013/12/15 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66TT,30ULV,30ULV,7U5YV,FONSEAssetID,,"Planes, Trains and Automobiles",851,2013/11/15 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66TW,30UOV,30UOV,,FONSEAssetID,,CTV National News with Lisa LaFlamme S2013 E1211,1361,2013/12/12 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
66TZ,30UUV,30UUV,75V7V,FONSEAssetID,75V6V,DCU Batman: Year One,592,2013/12/15 00:01,2029/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66U1,30UVV,30UVV,8H28V,FONSEAssetID,5AQ6V,The Santa Clause,794,2013/12/15 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66U9,30V5V,30V5V,74FEV,FONSEAssetID,74FDV,Apollo 13,570,2013/12/15 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66UB,30V6V,30V6V,75V9V,FONSEAssetID,75V8V,Invictus,592,2013/12/15 00:01,2029/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66UD,30V7V,30V7V,75VBV,FONSEAssetID,,2001: A Space Odyssey,592,2013/12/15 05:01,2030/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
66UF,30V8V,30V8V,8HY2V,FONSEAssetID,5AQ7V,The Muppet Christmas Carol,794,2013/12/15 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66UH,30V9V,30V9V,85YEV,FONSEAssetID,5AQ8V,Eight Below,794,2013/12/15 00:01,2031/12/03 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66WN,30ZHV,30ZHV,70XEV,FONSEAssetID,5AQ9V,The Muppets,794,2013/12/15 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
66YW,313UV,313UV,,FONSEAssetID,,CTV National News with Lisa LaFlamme S2013 E1212,1361,2013/12/13 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
6700,315XV,315XV,75VDV,FONSEAssetID,75VCV,Detroit Rock City,592,2013/12/23 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6702,315YV,315YV,75VFV,FONSEAssetID,75VEV,16 Blocks,592,2013/12/23 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6704,315ZV,315ZV,75VHV,FONSEAssetID,75VGV,Edge of Darkness,592,2013/12/23 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672E,31AIV,31AIV,75VJV,FONSEAssetID,75VIV,RocknRolla,592,2013/12/23 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672G,31AJV,31AJV,75VLV,FONSEAssetID,75VKV,The Invention of Lying,592,2013/12/23 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672I,31AKV,31AKV,75VNV,FONSEAssetID,75VMV,Hereafter,592,2013/12/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672K,31ALV,31ALV,75VPV,FONSEAssetID,75VOV,A Very Harold & Kumar Christmas,592,2013/12/20 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672M,31AMV,31AMV,85YNV,FONSEAssetID,5AQAV,Fright Night (2011),794,2013/12/20 00:00,2021/08/18 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672Q,31AOV,31AOV,75VTV,FONSEAssetID,75VSV,Rush Hour 2,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672U,31AQV,31AQV,860YV,FONSEAssetID,5AQBV,Mr. 3000,794,2013/12/20 05:01,2036/01/01 04:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672W,31ARV,31ARV,75VVV,FONSEAssetID,75VUV,The Astronaut's Wife,592,2013/12/15 00:01,2029/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
672Z,31AVV,31AVV,75VXV,FONSEAssetID,75VWV,Syriana,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
67KD,31X7V,31X7V,85YRV,FONSEAssetID,5AQCV,Glory Road,794,2013/12/20 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
67KF,31X8V,31X8V,6Z6RV,FONSEAssetID,5AQDV,Real Steel,794,2013/12/20 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
67KO,31XMV,31XMV,,FONSEAssetID,,CTV National News with Lisa LaFlamme S2013 E1213,1361,2013/12/14 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
684K,32IKV,32IKV,75VZV,FONSEAssetID,75VYV,Letters from Iwo Jima,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
684M,32ILV,32ILV,75W1V,FONSEAssetID,75W0V,John Q,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
684P,32IOV,32IOV,75W3V,FONSEAssetID,75W2V,Lottery Ticket,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
684R,32IPV,32IPV,75W5V,FONSEAssetID,75W4V,Life as We Know It,592,2013/12/20 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
684X,32ISV,32ISV,75WBV,FONSEAssetID,75WAV,Rush Hour,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6850,32IWV,32IWV,85YSV,FONSEAssetID,5AQEV,Goal! The Dream Begins,794,2013/12/25 00:01,2022/09/29 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6852,32IXV,32IXV,81Q3V,FONSEAssetID,5AQFV,Dick Tracy,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6854,32IYV,32IYV,887GV,FONSEAssetID,5AQGV,Prefontaine,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6856,32IZV,32IZV,8CLZV,FONSEAssetID,5AQHV,Shipwrecked,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
6858,32J0V,32J0V,8CNIV,FONSEAssetID,5AQIV,Sister Act,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
685A,32J1V,32J1V,8CNJV,FONSEAssetID,5AQJV,Sister Act 2: Back in the Habit,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
685C,32J2V,32J2V,81PTV,FONSEAssetID,5AQKV,Cocktail,794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
685E,32J3V,32J3V,72EKV,FONSEAssetID,,"20,000 Leagues Under the Sea",794,2013/12/25 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
685J,32JDV,32JDV,75WDV,FONSEAssetID,75WCV,Cop Out,592,2013/12/23 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68DM,32RTV,32RTV,,FONSEAssetID,,AutoShop E1215,1360,2013/12/16 08:10,2014/02/11 08:10,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
68JO,33W3V,33W3V,75WFV,FONSEAssetID,75WEV,The Losers,592,2013/12/20 00:01,2025/04/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68MU,33ZMV,33ZMV,,FONSEAssetID,,CTV National News with Lisa LaFlamme S2013 E1216,1361,2013/12/17 12:00,2014/06/26 11:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
68N9,3405V,3405V,75WHV,FONSEAssetID,75WGV,Jonah Hex,592,2013/12/18 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NB,3406V,3406V,75WJV,FONSEAssetID,75WIV,"Stephen King's, IT!",592,2013/12/15 00:01,2029/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NI,340GV,340GV,8HWQV,FONSEAssetID,5AQMV,The Ladykillers (2004),794,2013/12/27 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NK,340HV,340HV,743DV,FONSEAssetID,5AQNV,John Carter,794,2013/12/20 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NM,340IV,340IV,8HWVV,FONSEAssetID,5AQOV,The Life Aquatic with Steve Zissou,794,2013/12/27 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NR,340PV,340PV,8KWPV,FONSEAssetID,5AQPV,What About Bob?,794,2013/12/27 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NT,340QV,340QV,8EJWV,FONSEAssetID,5AQQV,That Darn Cat (1997),794,2013/12/27 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NV,340RV,340RV,8EHKV,FONSEAssetID,5AQRV,Swing Kids,794,2013/12/27 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
68NX,340SV,340SV,8CLYV,FONSEAssetID,5AQSV,Shanghai Noon,794,2013/12/27 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
